Lp.;Adres_Ulica_i_numer;Adres_Kod_pocztowy;Adres_Miasto;Adres_Wojewodztwo
13269;KRAKOWSKA 4;32-641;PRZECISZÓW;bd
13270;TERESZPOL ZYGMUNTY 148;23-407;TERESZPOL-ZYGMUNTY;bd
13271;SPADOCHRONIARZY 16B/6;21-040;ŚWIDNIK;bd
13272;MICKIEWICZA 8;86-150;OSIE;bd
13273;GORZYCZANY 31A;27-650;GORZYCZANY;bd
13274;GORZYCZANY 31A;27-650;GORZYCZANY;bd
13275;NOWY KRĘPIEC KOLONIA DZIAŁKA NR 496/5;21-007;MEŁGIEW;bd
13276;JELENIA 34/14;54-242;WROCŁAW;bd
13277;POLNA 24;63-714;KOBIERNO;bd
13278;POLNA 24;63-714;KOBIERNO;bd
13279;KOWANIEC 160;34-400;NOWY TARG;bd
13280;WCZASOWA 27;89-642;RYTEL;bd
13281;KAZIMIERZA PORĘBSKIEGO 15/6;80-180;GDAŃSK;bd
13282;WESTERPLATTE 19/10;62-030;LUBOŃ;bd
13283;KS.MAZURKIEWICZA 53;32-800;JASIEŃ;bd
13284;WROCŁAWSKA 14;58-125;PSZENNO;bd
13285;GŁĘBOKIE 35;33-350;PIWNICZNA-ZDRÓJ;bd
13286;KOŁŁĄTAJA 10;44-230;CZERWIONKA-LESZCZYNY;bd
13287;KOŁŁĄTAJA 10;44-230;CZERWIONKA-LESZCZYNY;bd
13288;STRYJEŃSKIEJ 3/3;42-200;CZĘSTOCHOWA;bd
13289;PRZYKUT 11A;07-306;BROK;bd
13290;SZELONKA 57;43-600;JAWORZNO;bd
13291;BYSTRZYCA 239A;23-213;ZAKRZÓWEK;bd
13292;RZEMIEŚLNICZA 5;95-100;ZGIERZ;bd
13293;HUGONA KOŁŁĄTAJA 12/1;41-906;BYTOM;bd
13294;GAJOWA 51/7;50-520;WROCŁAW;bd
13295;DOBROWOLSKIEJ 9/24;25-435;KIELCE;bd
13296;OSIEDLE OKRZEI 9/11;97-400;BEŁCHATÓW;bd
13297;OSTROBRAMSKA 78/125;04-175;WARSZAWA;bd
13298;ROWECKIEGO 77/2;72-009;POLICE;bd
13299;DZIELNA 7/120;00-154;WARSZAWA;bd
13300;ŁAGODNA 13/46;43-300;BIELSKO-BIAŁA;bd
13301;ORLA 33;95-100;ZGIERZ;bd
13302;DZIEMBOWSKA 21;64-810;KACZORY;bd
13303;PIEŚCIDŁA 36;09-152;PIEŚCIDŁA;bd
13304;WERESZCZE MAŁE 37B;22-363;WERESZCZE MAŁE;bd
13305;PODGÓRNA 7E;72-003;WOŁCZKOWO;bd
13306;GŁUBCZYCKA 11/1;47-400;RACIBÓRZ;bd
13307;ROPCZYCKA 28;35-502;RZESZÓW;bd
13308;MAŁOPOLSKA 197;32-851;JADOWNIKI;bd
13309;MAŁOPOLSKA 197;32-851;JADOWNIKI;bd
13310;JAROCIŃSKA 8;63-200;MIESZKÓW;bd
13311;STASZICA 4;87-200;WĄBRZEŹNO;bd
13312;KOSZAROWA 10/60;85-324;BYDGOSZCZ;bd
13313;STANISŁAWA LESZCZYŃSKIEGO 101/43;85-137;BYDGOSZCZ;bd
13314;EMILI PLATER 18C/8;70-632;SZCZECIN;bd
13315;MYLNA 32/34C/36;60-857;POZNAŃ;bd
13316;JADOWSKA 5/2;03-761;WARSZAWA;bd
13317;MACIEJEWICZA 13/48;71-004;SZCZECIN;bd
13318;CHEŁMSKA 48A;22-235;HAŃSK PIERWSZY;bd
13319;GEODETÓW 2/18;02-396;WARSZAWA;bd
13320;JAWOROWA 66/9;61-454;POZNAŃ;bd
13321;LIPOWA 1;57-150;LIPOWA;bd
13322;KALINOWA 1/10;41-806;ZABRZE;bd
13323;BUCZKÓW 129A;32-712;BUCZKÓW;bd
13324;CZOŁGISTÓW 31B/8;84-300;LĘBORK;bd
13325;PADEREWSKIEGO 6/73;80-170;GDAŃSK;bd
13326;PILOTÓW 10F/23;80-460;GDAŃSK;bd
13327;JÓZEFA PIŁSUDSKIEGO 18/3;89-620;CHOJNICE;bd
13328;DUŻA KLONIA 32/10;89-632;DUŻA KLONIA;bd
13329;DUŻA KLONIA 32/10;89-632;DUŻA KLONIA;bd
13330;WIŚNIOWA 117;28-200;STASZÓW;bd
13331;ŻERNIKI 36A;22-678;ŻERNIKI;bd
13332;ŻERNIKI 36A;22-678;ŻERNIKI;bd
13333;KOLONIA ŁYSOŁAJE DZ. NR EW. 183;21-020;MILEJÓW;bd
13334;GDAŃSKA 16/9;40-719;KATOWICE;bd
13335;KSIĘŻYCOWA 2B/1;81-821;SOPOT;bd
13336;JÓZEFA STACHOWICZA 125;38-530;POSADA JAĆMIERSKA;bd
13337;TOMASZA ZANA 5/74;42-217;CZĘSTOCHOWA;bd
13338;KRUPE 12;22-302;SIENNICA NADOLNA;bd
13339;KRUPE 12;22-302;SIENNICA NADOLNA;bd
13340;LIPNIK 410;32-412;LIPNIK;bd
13341;KORFANTEGO 5;43-196;MIKOŁÓW;bd
13342;OSIEDLE KOPERNIKA 33;66-200;ŚWIEBODZIN;bd
13343;CHOJNICKA 32A;89-642;RYTEL;bd
13344;CZESŁAWA TAŃSKIEGO 8B/2;73-102;STARGARD;bd
13345;OSIEDLE DYWIZJONU 303 4C/18;31-871;KRAKÓW;bd
13346;TOPOLOWA 10;32-641;PRZECISZÓW;bd
13347;BOGUSŁAW 6A;63-200;JAROCIN;bd
13348;ROGOWSZCZYZNA 3;19-411;ŚWIĘTAJNO;bd
13349;ROGOWSZCZYZNA 3;19-411;ŚWIĘTAJNO;bd
13350;WIEJSKA 46;05-300;MIŃSK MAZOWIECKI;bd
13351;KOLONIA URODA 6/1;80-412;GDAŃSK;bd
13352;LIWIECKA 11/35;04-284;WARSZAWA;bd
13353;ZAMENHOFA 48/52;72-010;POLICE;bd
13354;BAŻYŃSKICH 8/15;87-100;TORUŃ;bd
13355;ŁANY 17;24-173;ŁANY;bd
13356;SKOTNICA 3A;32-500;LUSZOWICE;bd
13357;CIECHANOWSKA 7C/5;80-180;GDAŃSK;bd
13358;STRAŻACKA 62;44-237;STANOWICE;bd
13359;ZWIERZYNIECKA 22/54;39-400;TARNOBRZEG;bd
13360;OSIEDLOWA 5/23;18-100;ŁAPY;bd
13361;GÓRNA 1/41;18-100;ŁAPY;bd
13362;SPORTOWA 7A/6;43-600;JAWORZNO;bd
13363;DŁUGA 12;24-300;OPOLE LUBELSKIE;bd
13364;MACKIEWICZA 35/70;91-349;ŁÓDŹ;bd
13365;PRZEMYSŁOWA 19E;36-040;BOGUCHWAŁA;bd
13366;ANTONIEGO SŁONIMSKIEGO 9/33;80-280;GDAŃSK;bd
13367;TRZEBOWNISKO 185;36-001;TRZEBOWNISKO;bd
13368;PROF. ROMANA LIPOWICZA 54;80-809;GDAŃSK;bd
13369;MIELESZKI-KOLONIA 13;16-040;GRÓDEK;bd
13370;MIELESZKI-KOLONIA 13;16-040;GRÓDEK;bd
13371;WIŚLANA 17/3;44-119;GLIWICE;bd
13372;GRUNWALDZKA 40/29;80-241;GDAŃSK;bd
13373;ŁUCKA-KOLONIA 108;21-100;ŁUCKA-KOLONIA;bd
13374;ŁUCKA-KOLONIA 108;21-100;ŁUCKA-KOLONIA;bd
13375;AL. ŻOŁNIERZA 27D/10;73-110;STARGARD;bd
13376;ANTONIEGO SŁONIMSKIEGO 9/33;80-280;GDAŃSK;bd
13377;DŁUGA 34;05-281;SITNE;bd
13378;ALEJA SYBIRAKÓW 18/15;10-257;OLSZTYN;bd
13379;NARAMOWICKA 47A;61-606;POZNAŃ;bd
13380;RYNEK 31/3;49-100;NIEMODLIN;bd
13381;SŁOWACKIEGO 186/188/11;97-300;PIOTRKÓW TRYBUNALSKI;bd
13382;OBROŃCÓW WYBRZEŻA 8A/48;80-398;GDAŃSK;bd
13383;RAWA 40;21-140;RAWA;bd
13384;SŁUPICA 53;26-630;SŁUPICA;bd
13385;HENRYKA SIENKIEWICZA 13/48;24-100;PUŁAWY;bd
13386;REJOWSKA 32/51;26-110;SKARŻYSKO-KAMIENNA;bd
13387;MIŁKÓW 36C;21-220;SIEMIEŃ;bd
13388;MIŁKÓW 36C;21-220;SIEMIEŃ;bd
13389;WIELUŃSKA 15B;97-505;DOBRYSZYCE;bd
13390;WIELUŃSKA 15B;97-505;DOBRYSZYCE;bd
13391;JAGODNO 32;21-075;LUDWIN;bd
13392;SKŁODKOWSKIEJ - CURIE 4/4;10-447;OLSZTYN;bd
13393;KOŃCZEWO 31/9;76-251;KOŃCZEWO;bd
13394;ALEJA I ARMII WOJSKA POLSKIEGO 6C/3;78-100;KOŁOBRZEG;bd
13395;NOWA 3;32-600;OŚWIĘCIM;bd
13396;WILCZAK 4B/17;61-623;POZNAŃ;bd
13397;PIŁSUDSKIEGO 32/4;72-010;POLICE;bd
13398;WICIMICZKI 2;72-310;PŁOTY;bd
13399;ALEJA JAŚMINOWA Y-46;05-504;ZŁOTOKŁOS;bd
13400;DUNAJECKA 15/12;02-369;WARSZAWA;bd
13401;POŁUDNIOWA 11/35;16-200;DĄBROWA BIAŁOSTOCKA;bd
13402;GEN.JÓZEFA BEMA 42;38-400;KROSNO;bd
13403;GEN.JÓZEFA BEMA 42;38-400;KROSNO;bd
13404;SIENIAWA 70;34-723;SIENIAWA;bd
13405;POŁUDNIOWA 11/37;16-200;DĄBROWA BIAŁOSTOCKA;bd
13406;GEN. JAKUBA JASIŃSKIEGO 28/63;30-815;KRAKÓW;bd
13407;NOWATORÓW 5A/32;80-298;GDAŃSK;bd
13408;RACŁAWICKA 20/3;64-100;LESZNO;bd
13409;SPOKOJNA 7/9;30-054;KRAKÓW;bd
13410;LEYKA 11/10;10-687;OLSZTYN;bd
13411;ŻUKOWO 2;09-152;WRÓBLEWO-OSIEDLE;bd
13412;GEN. LEOPOLDA OKULICKIEGO 5/10;51-216;WROCŁAW;bd
13413;LUDWIKA ZAMENHOFA 16/6;72-009;POLICE;bd
13414;LUCJANOWO 43;62-600;KOŁO;bd
13415;KAROLA MIARKI 2A/9;44-238;CZERWIONKA-LESZCZYNY;bd
13416;REYMONTA 4B/1;44-238;CZERWIONKA-LESZCZYNY;bd
13417;STAFFA 32/8;26-110;SKARŻYSKO-KAMIENNA;bd
13418;POLNA 15;48-130;KIETRZ;bd
13419;POLNA 15;48-130;KIETRZ;bd
13420;BOLESŁAWA CHROBREGO 20E/8;55-200;OŁAWA;bd
13421;KARDYNAŁA STEFANA WYSZYŃSKIEGO 11/4;21-200;PARCZEW;bd
13422;PIOTROWSKIEGO 20A/10;85-685;BYDGOSZCZ;bd
13423;OPOLSKA 65/283;31-277;KRAKÓW;bd
13424;LISZKI 417;32-060;LISZKI;bd
13425;BÓR 15/1;42-200;CZĘSTOCHOWA;bd
13426;LUDWIKA SOLSKIEGO 25/20;44-310;RADLIN;bd
13427;SZARYCH MNICHÓW 5C/9;74-106;STARE CZARNOWO;bd
13428;SZARYCH MNICHÓW 5C/9;74-106;STARE CZARNOWO;bd
13429;KOŚCIUSZKI 16A/7;47-330;ZDZIESZOWICE;bd
13430;ARMII KRAJOWEJ 38/4;44-120;PYSKOWICE;bd
13431;PORTOWA 4;16-300;AUGUSTÓW;bd
13432;LISTOPADOWA 23;95-035;OZORKÓW;bd
13433;LISTOPADOWA 23;95-035;OZORKÓW;bd
13434;WIELGOSZÓWKA 1;32-800;MOKRZYSKA;bd
13435;WIELGOSZÓWKA 1;32-800;MOKRZYSKA;bd
13436;WOJSKA POLSKIEGO 39/1;59-975;SULIKÓW;bd
13437;PRZYŁĘGÓW 42/5;58-140;PRZYŁĘGÓW;bd
13438;CHLEWISKA 32;26-510;CHLEWISKA;bd
13439;PILICKA 9;42-450;ROKITNO SZLACHECKIE;bd
13440;OLEŃKI 6/26;42-226;CZĘSTOCHOWA;bd
13441;ŻYWIECKA 27;43-365;WILKOWICE;bd
13442;KAMIENICA 40;34-608;KAMIENICA;bd
13443;KORFANTEGO 19C/12;47-330;ZDZIESZOWICE;bd
13444;TADEUSZA BOYA-ŻELEŃSKIEGO 6/45;00-621;WARSZAWA;bd
13445;STRAŻÓW 241;36-073;STRAŻÓW;bd
13446;STRAŻÓW 241;36-073;STRAŻÓW;bd
13447;STRAŻÓW 241;36-073;STRAŻÓW;bd
13448;ARMII KRAJOWEJ 14/7;72-010;POLICE;bd
13449;CHOPINA 7/9;25-356;KIELCE;bd
13450;POWSTAŃCÓW 91/2;41-500;CHORZÓW;bd
13451;GDYŃSKA 12;84-230;RUMIA;bd
13452;WOJSKA POLSKIEGO 47/4;73-110;STARGARD;bd
13453;TADEUSZA SZELIGOWSKIEGO 85/5;71-051;SZCZECIN;bd
13454;CZYŻOWICKA 7;44-362;ROGÓW;bd
13455;OS. LEONA KLIMECKIEGO 5/113;21-400;ŁUKÓW;bd
13456;POWSTAŃCÓW ŚLĄSKICH 38/1;48-340;GŁUCHOŁAZY;bd
13457;SZYPRÓW 7B/7;80-335;GDAŃSK;bd
13458;TĘCZOWA 2/9;43-600;JAWORZNO;bd
13459;PIŁSUDSKIEGO 11/13;86-105;ŚWIECIE;bd
13460;BRZOZOWA 19;56-120;BRZEG DOLNY;bd
13461;WYZWOLENIA 27;43-300;BIELSKO-BIAŁA;bd
13462;SONINA 2;37-100;SONINA;bd
13463;KAPITAŃSKA 2;72-105;LUBCZYNA;bd
13464;KILIŃSKIEGO 7;44-337;JASTRZĘBIE-ZDRÓJ;bd
13465;WOLA OSIŃSKA 57;24-103;WOLA OSIŃSKA;bd
13466;LUBELSKA 56;22-150;WIERZBICA-OSIEDLE;bd
13467;PRUSA 2A/10;43-170;ŁAZISKA GÓRNE;bd
13468;PRZEMYSŁOWA 48;23-440;FRAMPOL;bd
13469;PRZEMYSŁOWA 48;23-440;FRAMPOL;bd
13470;MŁYNARSKA 24/1;62-800;KALISZ;bd
13471;JAGIELLOŃSKA 10A/4;80-371;GDAŃSK;bd
13472;KALINOWA 20/2;43-600;JAWORZNO;bd
13473;JAGODOWA 11;26-900;KOZIENICE;bd
13474;OWOCOWA 10;42-660;KALETY;bd
13475;OWOCOWA 10;42-660;KALETY;bd
13476;ELIASZA RADZIKOWSKIEGO 81/20;31-315;KRAKÓW;bd
13477;KŁAJPEDZKA 5B/3;81-533;GDYNIA;bd
13478;WIŚNIOWA 202;38-124;WIŚNIOWA;bd
13479;JEŻOWE 541;37-430;JEŻOWE;bd
13480;JEŻOWE 541;37-430;JEŻOWE;bd
13481;BEDNARSKA 22/3;00-321;WARSZAWA;bd
13482;PIOTRA SKARGI 5A/42;05-822;MILANÓWEK;bd
13483;1 MAJA 41;32-332;BUKOWNO;bd
13484;GÓRECKA 101;43-438;BRENNA;bd
13485;GÓRECKA 101;43-438;BRENNA;bd
13486;WIERCIEŃ 32;59-307;WIERCIEŃ;bd
13487;REJTANA 2;87-820;KOWAL;bd
13488;RÓWNOLEGŁA 7/139;02-235;WARSZAWA;bd
13489;BROWARNA 21;32-329;BOLESŁAW;bd
13490;ANNOBÓR 4;21-100;LUBARTÓW;bd
13491;SKRZYDLOWSKA 4;42-270;ADAMÓW;bd
13492;JANIKOWO 8;88-150;JANIKOWO;bd
13493;GROCHOWSKA 200/144;04-357;WARSZAWA;bd
13494;MARATOŃSKA 21/5;26-600;RADOM;bd
13495;NIEMŚCICE 1A;28-200;NIEMŚCICE;bd
13496;SIKÓRZ PIEŃKI 32;09-414;BRUDZEŃ DUŻY;bd
13497;STASZICA 11B;87-300;BRODNICA;bd
13498;11 LISTOPADA 17/51;07-410;OSTROŁĘKA;bd
13499;SMOLECHY 21;07-304;JASIENICA;bd
13500;SMOLECHY 21;07-304;JASIENICA;bd
13501;ZŁOTA 10/8;45-656;OPOLE;bd
13502;ZACHĘTA 30;26-650;PRZYTYK;bd
13503;SKŁODOWSKIEJ-CURIE 72/110;85-733;BYDGOSZCZ;bd
13504;TADEUSZA KOŚCIUSZKI 6/5;57-300;KŁODZKO;bd
13505;MYŚLIWSKA 66;80-283;GDAŃSK;bd
13506;MARSZ.JÓZEFA PIŁSUDSKIEGO 78A;33-200;DĄBROWA TARNOWSKA;bd
13507;OGRODOWA 16;17-106;ORLA;bd
13508;OGRODOWA 16;17-106;ORLA;bd
13509;MARSZAŁKA JÓZEFA PIŁSUDSKIEGO 78;33-200;DĄBROWA TARNOWSKA;bd
13510;MICKIEWICZA 4A;67-410;SŁAWA;bd
13511;POMORSKA 6/1;77-135;KRAMARZYNY;bd
13512;SŁONECZNA 69/27;40-136;KATOWICE;bd
13513;AKACJOWA 8/56;26-900;KOZIENICE;bd
13514;KAPITAŃSKA 20/12;81-249;GDYNIA;bd
13515;MARCINKOWO 23;88-100;INOWROCŁAW;bd
13516;BRZOZOWA 31;84-107;STARZYŃSKI DWÓR;bd
13517;BERKA JOSELEWICZA 16/4;81-738;SOPOT;bd
13518;KUJAWSKA 4/8;84-230;RUMIA;bd
13519;CELEJÓW 30B;24-120;KAZIMIERZ DOLNY;bd
13520;CELEJÓW 30B;24-120;KAZIMIERZ DOLNY;bd
13521;ZAKOLE 5;32-020;WIELICZKA;bd
13522;OSIEDLE ALBERTYŃSKIE 30/112;31-855;KRAKÓW;bd
13523;SZAMOTULSKA 51A/1;60-566;POZNAŃ;bd
13524;KOŚCIUSZKI 14/B;73-220;DRAWNO;bd
13525;ZBOŻOWA 7/83;81-020;GDYNIA;bd
13526;MIESZKA I 2/8;59-300;LUBIN;bd
13527;ZACISZE DZ. NR 2/10;23-400;BIŁGORAJ;bd
13528;AL.GRUNWALDZKA 571A/8;80-339;GDAŃSK;bd
13529;OSIEDLE NA STOKU 28/28;25-437;KIELCE;bd
13530;SPORTOWA 4C/15;41-800;ZABRZE;bd
13531;SZALEJÓW DOLNY 15/2;57-314;SZALEJÓW DOLNY;bd
13532;ŁAZY BŁĘDOWSKIE 126;42-523;DĄBROWA GÓRNICZA;bd
13533;ŁAZY BŁĘDOWSKIE 126;42-523;DĄBROWA GÓRNICZA;bd
13534;BIWAKOWA 7;43-354;CZANIEC;bd
13535;WIEPRZOWE JEZIORO 5;22-600;WIEPRZOWE JEZIORO;bd
13536;WIEPRZOWE JEZIORO 5;22-600;WIEPRZOWE JEZIORO;bd
13537;WINCENTEGO POLA 4;89-650;CZERSK;bd
13538;NIEPODLEGŁOŚCI 28B;22-110;RUDA-HUTA;bd
13539;BOCZNA 4A;21-020;MILEJÓW-OSADA;bd
13540;DUŻY RYNEK 9/6;87-300;BRODNICA;bd
13541;MALCZEWSKIEGO 8/2;11-040;DOBRE MIASTO;bd
13542;LEŚNA 10;42-677;CZEKANÓW;bd
13543;MIECZYSŁAWA KOŚCIELNIAKA 13/5;76-270;USTKA;bd
13544;GRUDZIEŃ- LAS 3/12;26-332;GRUDZEŃ-LAS;bd
13545;JĘDRZEJA I JANA ŚNIADECKICH 13A/38;67-200;GŁOGÓW;bd
13546;NOWY ŚWIAT 23/1;34-700;RABKA-ZDRÓJ;bd
13547;JANA PAWŁA II 3/44;37-450;STALOWA WOLA;bd
13548;LUDWIKA SOLSKIEGO 7/13;41-712;RUDA ŚLĄSKA;bd
13549;SĘPIA 19/29;81-078;GDYNIA;bd
13550;GRODZIEŃSKA 14/16/17;94-016;ŁÓDŹ;bd
13551;ŁÓDZKA 58A;99-400;ŁOWICZ;bd
13552;CENTRALNA 143;32-091;PIELGRZYMOWICE;bd
13553;NOWOLIPKI 24/23;01-018;WARSZAWA;bd
13554;PRZESMYK 25A;42-400;ZAWIERCIE;bd
13555;JABŁONIOWA 3;84-107;WERBLINIA;bd
13556;PARKOWA 18/1;86-260;UNISŁAW;bd
13557;HUGONA KOŁŁĄTAJA 36/12;24-100;PUŁAWY;bd
13558;ADAMA MICKIEWICZA 4/27;42-400;ZAWIERCIE;bd
13559;SŁOWACKIEGO 22/15;24-100;PUŁAWY;bd
13560;BIAŁĘŻYCE 45/3;62-300;BIAŁĘŻYCE;bd
13561;SOSNOWA 5/32;47-100;STRZELCE OPOLSKIE;bd
13562;ORLĄT LWOWSKICH 4/20;26-600;RADOM;bd
13563;GDAŃSKA 10;83-022;GRABINY-ZAMECZEK;bd
13564;ROMUALDA TRAUGUTTA 2/40;32-300;OLKUSZ;bd
13565;KOPALNIANA 44C;44-350;GORZYCE;bd
13566;SZKOLNA 13/10;59-300;LUBIN;bd
13567;KILIŃSKIEGO 23;34-700;RABKA-ZDRÓJ;bd
13568;CEWLINO 48;76-015;CEWLINO;bd
13569;RACŁAWÓWKA 341A;36-047;RACŁAWÓWKA;bd
13570;ORKANA 18F/19;34-700;RABKA-ZDRÓJ;bd
13571;UGOSZCZ 19;87-522;OSTROWITE;bd
13572;ROKITNICA 46A;59-500;ROKITNICA;bd
13573;IMMANUELA KANTA 38/11;10-691;OLSZTYN;bd
13574;MYŚLIWSKA 66;42-400;ZAWIERCIE;bd
13575;KWIATOWA 17;74-400;DĘBNO;bd
13576;KOMEŃSKIEGO 41A;54-514;WROCŁAW;bd
13577;GEN. AUGUSTA E. FIELDORFA 71E/10;64-030;CZACZ;bd
13578;SIDZINA 908;34-236;SIDZINA;bd
13579;BIAŁĘŻYCE 39;62-300;BIAŁĘŻYCE;bd
13580;MALCZEWSKIEGO 3/13;71-616;SZCZECIN;bd
13581;ŁABISZEWO 29;76-248;ŁABISZEWO;bd
13582;MAURYCEGO BENIOWSKIEGO 23A/3;81-226;GDYNIA;bd
13583;WIERZCHOSŁAWICE 17A/11;88-140;WIERZCHOSŁAWICE;bd
13584;WÓLKA DOBRYŃSKA 124;21-512;ZALESIE;bd
13585;WÓLKA DOBRYŃSKA 124;21-512;ZALESIE;bd
13586;STARY ZAMOŚĆ 57;22-417;STARY ZAMOŚĆ;bd
13587;STARY ZAMOŚĆ 57;22-417;STARY ZAMOŚĆ;bd
13588;STARY ZAMOŚĆ 57;22-417;STARY ZAMOŚĆ;bd
13589;TOKARZEWSKIEGO 43/63;22-300;KRASNYSTAW;bd
13590;TIAŁOWSKIEGO 8/5;41-712;RUDA ŚLĄSKA;bd
13591;URBANOWSKA 36A/12;60-647;POZNAŃ;bd
13592;RYNICKA 8A;74-121;KRZYWIN;bd
13593;LIPNICA MAŁA 593A;34-482;LIPNICA MAŁA;bd
13594;SZTABU POWSTAŃCZEGO 66/17;44-100;GLIWICE;bd
13595;KARTUSKA 369;80-125;GDAŃSK;bd
13596;SIEDLECKA 54A;21-400;ŁUKÓW;bd
13597;OSIEDLE IMIENIA MARSZAŁKA JÓZEFA PIŁSUDSKIEGO 11/10;37-500;JAROSŁAW;bd
13598;SKARŻYŃSKIEGO 3B/42;80-463;GDAŃSK;bd
13599;ZACISZNA 2;21-500;BIAŁA PODLASKA;bd
13600;KAZIMIERZA WIELKIEGO 2;38-406;ODRZYKOŃ;bd
13601;MIERKOW 8;68-300;MIERKÓW;bd
13602;KOPALNIANA 6/18;41-500;CHORZÓW;bd
13603;RZĄŚNIK 16;59-540;RZĄŚNIK;bd
13604;MARIAŃSKA 15/6;20-142;LUBLIN;bd
13605;NIEZGODA 40B/4;55-140;ŻMIGRÓD;bd
13606;SZKOLNA 45;43-180;ORZESZE;bd
13607;ZABRNIE 613A;39-410;GRĘBÓW;bd
13608;MELANÓWEK 10;89-665;MELANÓWEK;bd
13609;DŁUGOSZYŃSKA 41;43-603;JAWORZNO;bd
13610;DŁUGOSZYŃSKA 41;43-603;JAWORZNO;bd
13611;PARKOWA 40;87-800;WŁOCŁAWEK;bd
13612;PODHALAŃSKA 3/43;41-907;BYTOM;bd
13613;DŁUGOSZYŃSKA 41/B;43-603;JAWORZNO;bd
13614;SKŁODOWSKIEJ 6/14;26-900;KOZIENICE;bd
13615;MIEDZIERZA 66;26-212;MIEDZIERZA;bd
13616;WATKOWICE MAŁE 8B/3;82-420;WATKOWICE MAŁE;bd
13617;BATALIONÓW CHŁOPSKICH 20;43-514;KANIÓW;bd
13618;CIESZYŃSKA 38;43-246;STRUMIEŃ;bd
13619;MYLNA 12/5;42-400;ZAWIERCIE;bd
13620;KUNICKIEGO 13/1;20-491;LUBLIN;bd
13621;ŁÓDZKA 50A;62-860;OPATÓWEK;bd
13622;BREŃ 55;33-140;BREŃ;bd
13623;POWSTAŃCÓW ŚLĄSKICH 50/10;53-333;WROCŁAW;bd
13624;SPORTOWA 7 NR DZIAŁKI 193/6;48-320;SIDZINA;bd
13625;KONWALIOWA 64;26-900;JANÓW;bd
13626;KOZŁOWO 11;06-126;KOZŁOWO;bd
13627;DĘBOWA 14;24-100;GÓRA PUŁAWSKA;bd
13628;WOLISKO 2;11-612;WOLISKO;bd
13629;ROLNA 12/2;64-100;DŁUGIE STARE;bd
13630;MAŁA PUSZCZA 40;43-353;PORĄBKA;bd
13631;PIASTÓW BYTOMSKICH 3/8;41-902;BYTOM;bd
13632;JASNA 2/10;96-300;ŻYRARDÓW;bd
13633;ELIZY ORZESZKOWEJ 18A;07-300;OSTRÓW MAZOWIECKA;bd
13634;FRANCISZKOWO 5/12;86-122;FRANCISZKOWO;bd
13635;LIPOWA 10;32-065;WOLA FILIPOWSKA;bd
13636;WACŁAWA SIEROSZEWSKIEGO 11/40;24-100;PUŁAWY;bd
13637;SANOCKA 15/5;53-304;WROCŁAW;bd
13638;UL. DZIEWULSKIEGO 36/23;87-100;TORUŃ;bd
13639;OSKA 4A;86-131;LASKOWICE;bd
13640;BRATYSŁAWSKA 3A/73;94-032;ŁÓDŹ;bd
13641;BIBIANNA 9;62-709;BIBIANNA;bd
13642;SZCZUKA 37;87-300;BRODNICA;bd
13643;STAFFA 1/17;95-100;ZGIERZ;bd
13644;DRYŻYNA 51;67-407;DRYŻYNA;bd
13645;SIERAKOWSKIEGO 28/19;87-600;LIPNO;bd
13646;ZŁOTA 18/8;62-800;KALISZ;bd
13647;PRYMASA ANDRZEJA KRZYCKIEGO 65A;64-117;KRZYCKO WIELKIE;bd
13648;JANA 8E;32-500;LUSZOWICE;bd
13649;NEPTUNA 7;83-010;STRASZYN;bd
13650;STEFANA ŻEROMSKIEGO 30/11;50-321;WROCŁAW;bd
13651;GENERAŁA DĄBROWSKIEGO 47/3;89-100;NAKŁO NAD NOTECIĄ;bd
13652;TARNOWSKIEGO 11/34;99-300;KUTNO;bd
13653;STANISŁAWA KIEŁBASIEWICZA 12/6;88-100;INOWROCŁAW;bd
13654;SZYMANÓWKA 19;99-311;BEDLNO;bd
13655;MICHAŁA DRZYMAŁY 18/3;60-613;POZNAŃ;bd
13656;KSIĘCIA MIESZKA I 20D/30;61-689;POZNAŃ;bd
13657;WESTERPLATTE 1/19;33-100;TARNÓW;bd
13658;DZIKIEJ RÓŻY 3;96-321;NOWA BUKÓWKA;bd
13659;DZIKIEJ RÓŻY 3;96-321;NOWA BUKÓWKA;bd
13660;WOJSKA POLSKIEGO 24/37;19-300;EŁK;bd
13661;SŁONECZNA 11;24-310;KARCZMISKA PIERWSZE;bd
13662;KRAWCE 17;39-410;GRĘBÓW;bd
13663;KOŚCIELNA 20;86-140;DRZYCIM;bd
13664;SKARBKA Z GÓR 21C/17;03-287;WARSZAWA;bd
13665;THOMASA ALVA EDISONA 7/2;05-500;ZAMIENIE;bd
13666;BOLESŁAWA LEŚMIANA 7/8;56-120;BRZEG DOLNY;bd
13667;SPORTOWA 6/1;49-100;NIEMODLIN;bd
13668;WĘGRÓW 2/1;55-095;MIRKÓW;bd
13669;WIEJSKA 17;27-400;OSTROWIEC ŚWIĘTOKRZYSKI;bd
13670;WICKA ROGALI 3;89-604;CHOJNICE;bd
13671;NORWIDA 8/5;05-400;OTWOCK;bd
13672;HUGONA KOŁŁĄTAJA 10;13-230;LIDZBARK;bd
13673;FELIKSA RAWSKIEGO 11;05-300;MIŃSK MAZOWIECKI;bd
13674;KARD. STEFANA WYSZYŃSKIEGO 32;37-100;ŁAŃCUT;bd
