Lp.;Nr_umowy;Data.poczatku.okresu.ubezpieczenia;Data.konca.okresu.ubezpieczenia;SU_v_PML;Odnow;Adres_Ulica_i_numer;Adres_Kod_pocztowy;Adres_Miasto;Adres_Wojewodztwo;Adres_Kraj;ReasekuracjaO;ReasekuracjaF
9725;M11947218703;01.02.2021;31.01.2022;180000;TAK;Królowej Jadwigi 4;08-530;Dęblin;lubelskie;Polska;1,2;NA
9726;M11947221004;28.12.2021;27.12.2022;610000;TAK;Tytusa Czyżewskiego 11;13-200;Działdowo;warmińsko-mazurskie;Polska;1,2;NA
9727;M11947222603;01.06.2021;31.05.2022;7,00E+05;TAK;Parkowa 33;66-416;Wojcieszyce;lubuskie;Polska;1,2;NA
9728;M11947232403;11.01.2021;10.01.2022;135000;TAK;Szkolna 7;38-200;Jasło;podkarpackie;Polska;1,2;NA
9729;M11947232404;11.01.2022;10.01.2023;135000;TAK;Szkolna 7;38-200;Jasło;podkarpackie;Polska;1,2;NA
9730;M11947270003;07.01.2021;06.01.2022;5,00E+05;TAK;Nekielska 315/2;62-330;Nekielka;wielkopolskie;Polska;1,2;NA
9731;M11947270004;07.01.2022;06.01.2023;6,00E+05;TAK;Nekielska 315/2;62-330;Nekielka;wielkopolskie;Polska;1,2;NA
9732;M11947272003;22.03.2021;21.03.2022;360000;TAK;Ułańska 16;40-887;Katowice;śląskie;Polska;1,2;NA
9733;M11947279803;12.02.2021;11.02.2022;430000;TAK;Icchoka Lejba Pereca 2;00-849;Warszawa;mazowieckie;Polska;1,2;NA
9734;M11947284404;16.12.2021;15.12.2022;135000;TAK;Jubileuszowa 34;41-506;Chorzów;śląskie;Polska;1,2;NA
9735;M11947285204;19.12.2021;18.12.2022;4,00E+05;TAK;Aleja Solidarności 129/131;00-898;Warszawa;mazowieckie;Polska;1,2;NA
9736;M11947292104;29.12.2021;28.12.2022;510000;TAK;Stefana Drzewieckiego 9D;80-464;Gdańsk;pomorskie;Polska;1,2;NA
9737;M11947298303;10.01.2021;09.01.2022;75000;TAK;Jastrzębie 13B;46-100;Jastrzębie;opolskie;Polska;1,2;NA
9738;M11947550503;06.01.2021;05.01.2022;170000;TAK;Zawierz 7B;14-500;Zawierz;warmińsko-mazurskie;Polska;1,2;NA
9739;M11948012404;18.12.2021;17.12.2022;650000;TAK;Fiołkowa 60B;84-230;Rumia;pomorskie;Polska;1,2;NA
9740;M11948100004;14.12.2021;13.12.2022;260000;TAK;Stanisława Lencewicza 4;01-493;Warszawa;mazowieckie;Polska;1,2;NA
9741;M11948731604;14.12.2021;13.12.2022;60000;TAK;Krasiczyn 137;37-741;Krasiczyn;podkarpackie;Polska;1,2;NA
9742;M11948734804;15.12.2021;14.12.2022;420000;TAK;Jaworowa 10;72-010;Police;zachodniopomorskie;Polska;1,2;NA
9743;M11948737503;20.02.2021;19.02.2022;530000;TAK;Pancerniaków 106A;43-220;Bojszowy;śląskie;Polska;1,2;NA
9744;M11948766404;14.12.2021;13.12.2022;363000;TAK;Jantarowa 15;84-230;Rumia;pomorskie;Polska;1,2;NA
9745;M1194878209;28.03.2021;27.03.2022;380000;TAK;Reja Mikołaja 11;81-441;Gdynia;pomorskie;Polska;1,2;NA
9746;M1194887509;14.06.2021;13.06.2022;540000;TAK;Stanisława Latwisa 5;60-408;Poznań;wielkopolskie;Polska;1,2;NA
9747;M11949043503;04.01.2021;03.01.2022;570000;TAK;Godki 9a;11-042;Godki;warmińsko-mazurskie;Polska;1,2;NA
9748;M11949043504;04.01.2022;03.01.2023;570000;TAK;Godki 9a;11-042;Godki;warmińsko-mazurskie;Polska;1,2;NA
9749;M1194915509;13.03.2021;12.03.2022;360000;TAK;Jana z Kolna 6;84-200;Wejherowo;pomorskie;Polska;1,2;NA
9750;M1194921009;27.03.2021;26.03.2022;195000;TAK;Wojciecha 43C;40-474;Katowice;śląskie;Polska;1,2;NA
9751;M1194921409;28.03.2021;27.03.2022;150000;TAK;Odrzewołek 2;05-622;Belsk Duży;mazowieckie;Polska;1,2;NA
9752;M1194921609;28.03.2021;27.03.2022;320000;TAK;Gryniów 5;62-020;Swarzędz;wielkopolskie;Polska;1,2;NA
9753;M11949358004;14.12.2021;13.12.2022;250000;TAK;Jana Pawła II 2a;59-700;Bolesławiec;dolnośląskie;Polska;1,2;NA
9754;M1194942909;28.03.2021;27.03.2022;358000;TAK;Kochanowskiego 14;01-864;Warszawa;mazowieckie;Polska;1,2;NA
9755;M1194956709;27.03.2021;26.03.2022;120000;TAK;Nauczycielska 14;81-614;Gdynia;pomorskie;Polska;1,2;NA
9756;M11950080204;14.12.2021;13.12.2022;6,00E+05;TAK;Strzygłowska 67FG;04-872;Warszawa;mazowieckie;Polska;1,2;NA
9757;M11950214004;14.12.2021;13.12.2022;376000;TAK;Mieczysława Jastruna 5;81-198;Suchy Dwór;pomorskie;Polska;1,2;NA
9758;M11950399403;21.04.2021;20.04.2022;170000;TAK;Piastów 22e;66-600;Krosno Odrzańskie;lubuskie;Polska;1,2;NA
9759;M11950404703;04.02.2021;03.02.2022;520000;TAK;Szkolna 35;62-540;Kleczew;wielkopolskie;Polska;1,2;NA
9760;M11950405303;02.02.2021;01.02.2022;530000;TAK;Wrocławska 7;01-493;Warszawa;mazowieckie;Polska;1,2;NA
9761;M11950415003;13.01.2021;12.01.2022;1060000;TAK;Bolesława Krzywoustego 25D;02-496;Warszawa;mazowieckie;Polska;1,2;NA
9762;M11950415804;22.12.2021;21.12.2022;520000;TAK;Michała Foksa 13;32-600;Oświęcim;małopolskie;Polska;1,2;NA
9763;M11950416304;22.12.2021;21.12.2022;150000;TAK;Władysława Stanisława Reymonta 5;32-600;Oświęcim;małopolskie;Polska;1,2;NA
9764;M1195056509;28.03.2021;27.03.2022;255000;TAK;Oś.Szymanowskiego 6;32-020;Wieliczka;małopolskie;Polska;1,2;NA
9765;M11950583104;14.12.2021;13.12.2022;160000;TAK;Sztygarska 7;59-100;Polkowice;dolnośląskie;Polska;1,2;NA
9766;M1195173609;14.05.2021;13.05.2022;360000;TAK;Traugutta 11;43-143;Lędziny;śląskie;Polska;1,2;NA
9767;M1195174009;30.03.2021;29.03.2022;250000;TAK;Błędowska 19r;26-600;Radom;mazowieckie;Polska;1,2;NA
9768;M1195174609;01.03.2021;28.02.2022;490000;TAK;Dedala 6;03-983;Warszawa;mazowieckie;Polska;1,2;NA
9769;M1195196709;28.03.2021;27.03.2022;156000;TAK;Wiklinowa 9;34-325;Łodygowice;śląskie;Polska;1,2;NA
9770;M1195220909;05.03.2021;04.03.2022;190000;TAK;Węgierka 166;37-560;Węgierka;podkarpackie;Polska;1,2;NA
9771;M11952853104;29.12.2021;28.12.2022;340000;TAK;Władysława Reymonta 28;18-112;Gąsówka Stara;podlaskie;Polska;1,2;NA
9772;M1195333409;26.03.2021;25.03.2022;3,00E+05;TAK;Krasickiego Ignacego 26;20-358;Lublin;lubelskie;Polska;1,2;NA
9773;M11953540304;01.01.2022;31.12.2022;376051;TAK;Dezyderego Chłapowskiego 19/A;61-503;Poznań;wielkopolskie;Polska;1,2;NA
9774;M11953541804;14.12.2021;13.12.2022;510000;TAK;Wojcieszycka 20A;66-415;Kłodawa;lubuskie;Polska;1,2;NA
9775;M11953551204;01.01.2022;31.12.2022;195000;TAK;Augustyna Kordeckiego 9;48-300;Nysa;opolskie;Polska;1,2;NA
9776;M11953585704;14.12.2021;13.12.2022;365000;TAK;Słowackiego 82b;05-600;Grójec;mazowieckie;Polska;1,2;NA
9777;M11953720904;14.12.2021;13.12.2022;440000;TAK;Wspólna 4A;05-806;Nowa Wieś;mazowieckie;Polska;1,2;NA
9778;M11953727303;10.05.2021;09.05.2022;2,00E+05;TAK;Franciszka Kawy 22;01-496;Warszawa;mazowieckie;Polska;1,2;NA
9779;M11953736104;23.12.2021;22.12.2022;250000;TAK;Józefa Wieczorka 18A;44-120;Pyskowice;śląskie;Polska;1,2;NA
9780;M1195378809;31.03.2021;30.03.2022;450000;TAK;Karkonoska 53;58-570;Jelenia Góra;dolnośląskie;Polska;1,2;NA
9781;M1195406709;28.03.2021;27.03.2022;690000;TAK;Samarytanka 1B;03-592;Warszawa;mazowieckie;Polska;1,2;NA
9782;M1195408309;31.03.2021;30.03.2022;3,00E+05;TAK;Odrowążek 122A;26-120;Bliżyn;świętokrzyskie;Polska;1,2;NA
9783;M1195450909;29.03.2021;28.03.2022;2,00E+05;TAK;Biestrzynnik, ul. Dylakowska 34;46-043;Dylaki;opolskie;Polska;1,2;NA
9784;M11954585604;21.12.2021;20.12.2022;620000;TAK;płk. Mieczysława Niedzielskiego Żywiciela 2a;01-875;Warszawa;mazowieckie;Polska;1,2;NA
9785;M11955251503;12.01.2021;11.01.2022;420000;TAK;Jana Kazimierza 17;01-248;Warszawa;mazowieckie;Polska;1,2;NA
9786;M11955494804;15.12.2021;14.12.2022;5,00E+05;TAK;Spokojna 30A;26-001;Masłów Pierwszy;świętokrzyskie;Polska;1,2;NA
9787;M1195558509;01.03.2021;28.02.2022;320000;TAK;Międzynarodowa 52/54a;03-922;Warszawa;mazowieckie;Polska;1,2;NA
9788;M11955652504;14.12.2021;13.12.2022;650000;TAK;Gerberowa 10;52-221;Wrocław;dolnośląskie;Polska;1,2;NA
9789;M1195592109;01.07.2021;30.06.2022;350000;TAK;Studniska Dolne 16;59-975;Studniska Dolne;dolnośląskie;Polska;1,2;NA
9790;M11956034204;14.12.2021;13.12.2022;260000;TAK;Feliksa Konecznego 2D;31-216;Kraków;małopolskie;Polska;1,2;NA
9791;M11956542804;15.12.2021;14.12.2022;420000;TAK;Christa Botewa 10A;03-127;Warszawa;mazowieckie;Polska;1,2;NA
9792;M1195711009;30.03.2021;29.03.2022;198000;TAK;Kozielska 103;44-121;Gliwice;śląskie;Polska;1,2;NA
9793;M11958029604;15.12.2021;14.12.2022;213000;TAK;Puławska 18;20-046;Lublin;lubelskie;Polska;1,2;NA
9794;M1195805309;25.02.2021;24.02.2022;149128;TAK;Niepodległości 2;20-246;Lublin;lubelskie;Polska;1,2;NA
9795;M11958191703;28.01.2021;27.01.2022;2,00E+05;TAK;Skierniewicka 21;01-230;Warszawa;mazowieckie;Polska;1,2;NA
9796;M11958196103;17.01.2021;16.01.2022;210000;TAK;Jana Bytnara Rudego 9;45-265;Opole;opolskie;Polska;1,2;NA
9797;M11958199703;15.04.2021;14.04.2022;530000;TAK;Słomiana 19;01-353;Warszawa;mazowieckie;Polska;1,2;NA
9798;M11958205404;15.12.2021;14.12.2022;510000;TAK;Bolesława Prusa 16;55-010;Zębice;dolnośląskie;Polska;1,2;NA
9799;M11958207804;15.12.2021;14.12.2022;350000;TAK;Turmoncka 12;03-254;Warszawa;mazowieckie;Polska;1,2;NA
9800;M11958208604;16.12.2021;15.12.2022;150000;TAK;Tadeusza Rychlińskiego 26;43-300;Bielsko-Biała;śląskie;Polska;1,2;NA
9801;M1195844709;31.03.2021;30.03.2022;140000;TAK;Opolska 5c;84-230;Rumia;pomorskie;Polska;1,2;NA
9802;M1195863509;05.03.2021;04.03.2022;220000;TAK;Prof. Władysława Tatarkiewicza 22a;41-819;Zabrze;śląskie;Polska;1,2;NA
9803;M1195865909;28.03.2021;27.03.2022;3,00E+05;TAK;Rogalskiego Stanisława 10;03-982;Warszawa;mazowieckie;Polska;1,2;NA
9804;M1195866309;30.03.2021;29.03.2022;242000;TAK;Skarbka z Gór 122;03-287;Warszawa;mazowieckie;Polska;1,2;NA
9805;M1195877709;21.03.2021;20.03.2022;195000;TAK;Narutowicza 10;41-200;Sosnowiec;śląskie;Polska;1,2;NA
9806;M1195896209;12.03.2021;11.03.2022;540000;TAK;Wolności 22a;42-595;Sączów;śląskie;Polska;1,2;NA
9807;M1195901509;10.06.2021;09.06.2022;2,00E+05;TAK;Łąkowa 12;83-330;Borkowo;pomorskie;Polska;1,2;NA
9808;M1195919709;31.03.2021;30.03.2022;150000;TAK;Żwirki i Wigury 7b;05-825;Grodzisk Mazowiecki;mazowieckie;Polska;1,2;NA
9809;M1195923409;30.03.2021;29.03.2022;150000;TAK;Targowa 22;43-430;Skoczów;śląskie;Polska;1,2;NA
9810;M11959296204;15.12.2021;14.12.2022;270000;TAK;Barwikowska 2;18-100;Łapy;podlaskie;Polska;1,2;NA
9811;M11959433404;15.12.2021;14.12.2022;6,00E+05;TAK;Klęczkowo 29;13-200;Klęczkowo;warmińsko-mazurskie;Polska;1,2;NA
9812;M11959433603;01.04.2021;31.03.2022;250000;TAK;Pstrągowa 15;05-420;Józefów;mazowieckie;Polska;1,2;NA
9813;M11959434504;01.01.2022;31.12.2022;310000;TAK;Siedlecka 6;08-110;Żelków-Kolonia;mazowieckie;Polska;1,2;NA
9814;M11959438304;15.12.2021;14.12.2022;730000;TAK;Taneczna 59j;02-829;Warszawa;mazowieckie;Polska;1,2;NA
9815;M1195956209;21.03.2021;20.03.2022;1025000;TAK;Żaryny 3;02-593;Warszawa;mazowieckie;Polska;1,2;NA
9816;M11959699004;18.12.2021;17.12.2022;610000;TAK;Radziwie 7;01-164;Warszawa;mazowieckie;Polska;1,2;NA
9817;M11959719303;11.01.2021;10.01.2022;3,00E+05;TAK;Rubcowo 19;16-326;Rubcowo;podlaskie;Polska;1,2;NA
9818;M1195981909;15.03.2021;14.03.2022;145000;TAK;Armii Krajowej 77;41-506;Chorzów;śląskie;Polska;1,2;NA
9819;M1195988709;16.03.2021;15.03.2022;50000;TAK;Matejki 22;41-902;Bytom;śląskie;Polska;1,2;NA
9820;M11959922604;18.12.2021;17.12.2022;140000;TAK;3 Maja 144a;26-110;Skarżysko-Kamienna;świętokrzyskie;Polska;1,2;NA
9821;M11960757104;16.12.2021;15.12.2022;125000;TAK;Solidarności 9;96-200;Rawa Mazowiecka;łódzkie;Polska;1,2;NA
9822;M11960803604;15.12.2021;14.12.2022;90000;TAK;Pokoju 39A;41-800;Zabrze;śląskie;Polska;1,2;NA
9823;M1196081109;08.03.2021;07.03.2022;70000;TAK;Sznelowiec 20;43-200;Pszczyna;śląskie;Polska;1,2;NA
9824;M11960911804;19.12.2021;18.12.2022;150000;TAK;Hubalczyków 12;76-200;Słupsk;pomorskie;Polska;1,2;NA
9825;M11961194304;18.12.2021;17.12.2022;720000;TAK;Homera 217;60-461;Poznań;wielkopolskie;Polska;1,2;NA
9826;M11961280204;26.12.2021;25.12.2022;160000;TAK;Armii Krajowej 16;14-500;Braniewo;warmińsko-mazurskie;Polska;1,2;NA
9827;M11961298803;06.01.2021;05.01.2022;125000;TAK;os. Juliusza Słowackiego 2;64-980;Trzcianka;wielkopolskie;Polska;1,2;NA
9828;M11961970704;18.12.2021;17.12.2022;420000;TAK;Warneńska 4;02-759;Warszawa;mazowieckie;Polska;1,2;NA
9829;M11961970904;01.01.2022;31.12.2022;3,00E+05;TAK;Krzywa 1A;05-822;Milanówek;mazowieckie;Polska;1,2;NA
9830;M11961976604;15.12.2021;14.12.2022;750000;TAK;Podwodna 28;92-780;Łódź;łódzkie;Polska;1,2;NA
9831;M11961980904;16.12.2021;15.12.2022;1600000;TAK;Ogrodowa 8;05-807;Podkowa Leśna;mazowieckie;Polska;1,2;NA
9832;M1196255509;15.03.2021;14.03.2022;430000;TAK;Powstańców Wielkopolskich 61;64-200;Wolsztyn;wielkopolskie;Polska;1,2;NA
9833;M1196258209;29.07.2021;28.07.2022;110000;TAK;Krzysztofa Kamila Baczyńskiego 26;41-203;Sosnowiec;śląskie;Polska;1,2;NA
9834;M1196258809;01.03.2021;28.02.2022;115000;TAK;Zamojskiego 3;47-400;Racibórz;śląskie;Polska;1,2;NA
9835;M11962780203;10.02.2021;09.02.2022;350000;TAK;Poleska 30A;25-325;Kielce;świętokrzyskie;Polska;1,2;NA
9836;M11962786504;25.12.2021;24.12.2022;115000;TAK;Stanisława Mikołajczyka 1;03-984;Warszawa;mazowieckie;Polska;1,2;NA
9837;M11962794204;19.12.2021;18.12.2022;115000;TAK;Ludwika Zamenhofa 3;97-300;Piotrków Trybunalski;łódzkie;Polska;1,2;NA
9838;M11962797603;18.01.2021;17.01.2022;230000;TAK;Kazimierza Brodzińskiego 10;85-133;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;NA
9839;M11962797604;18.01.2022;17.01.2023;230000;TAK;Kazimierza Brodzińskiego 10;85-133;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;NA
9840;M11962798203;01.03.2021;28.02.2022;5,00E+05;TAK;Dąbrówki 83;80-034;Gdańsk;pomorskie;Polska;1,2;NA
9841;M11962802804;16.12.2021;15.12.2022;345000;TAK;Szpitalna 29b;41-250;Czeladź;śląskie;Polska;1,2;NA
9842;M1196292509;29.03.2021;28.03.2022;230000;TAK;Raciborska 10;62-300;Września;wielkopolskie;Polska;1,2;NA
9843;M1196296209;19.03.2021;18.03.2022;142000;TAK;Chełmońskiego Józefa 5;44-102;Gliwice;śląskie;Polska;1,2;NA
9844;M1196369309;26.03.2021;25.03.2022;290000;TAK;Główna 11A;58-321;Zagórze Śląskie;dolnośląskie;Polska;1,2;NA
9845;M1196396309;30.03.2021;29.03.2022;3,00E+05;TAK;Bolesława Szczodrego 6;92-414;Łódź;łódzkie;Polska;1,2;NA
9846;M1196418909;31.03.2021;30.03.2022;250000;TAK;Gryfińska 76;70-792;Szczecin;zachodniopomorskie;Polska;1,2;NA
9847;M1196423309;26.03.2021;25.03.2022;140000;TAK;Pod Dębową Górą 81;87-100;Toruń;kujawsko-pomorskie;Polska;1,2;NA
9848;M1196441609;28.03.2021;27.03.2022;140000;TAK;Palisadowa 72;58-316;Wałbrzych;dolnośląskie;Polska;1,2;NA
9849;M11964701804;15.12.2021;14.12.2022;370000;TAK;Bronisława Dembińskiego 33A;81-237;Gdynia;pomorskie;Polska;1,2;NA
9850;M1196475309;24.03.2021;23.03.2022;2,00E+05;TAK;Panny Marii 3;77-400;Złotów;wielkopolskie;Polska;1,2;NA
9851;M1196476409;27.03.2021;26.03.2022;250000;TAK;Pawłów, ul.Wesoła 12A;49-300;Brzeg;opolskie;Polska;1,2;NA
9852;M11964881604;16.12.2021;15.12.2022;339000;TAK;Leśny Zakątek 43;62-023;Kamionki;wielkopolskie;Polska;1,2;NA
9853;M1196488709;28.03.2021;27.03.2022;140000;TAK;Wyspiańskiego 7;56-120;Brzeg Dolny;dolnośląskie;Polska;1,2;NA
9854;M11964940104;31.12.2021;30.12.2022;515000;TAK;Przykamienna 4;19-400;Olecko;warmińsko-mazurskie;Polska;1,2;NA
9855;M1196496009;29.03.2021;28.03.2022;360000;TAK;Młynne 328;34-600;Limanowa;małopolskie;Polska;1,2;NA
9856;M11965046804;21.12.2021;20.12.2022;606573;TAK;Długa 77;42-500;Będzin;śląskie;Polska;1,2;NA
9857;M1196575809;25.03.2021;24.03.2022;5,00E+05;TAK;Kolonia Kiczarowo 20e;73-110;Stargard Szczeciński;zachodniopomorskie;Polska;1,2;NA
9858;M11966111203;27.01.2021;26.01.2022;614000;TAK;Karpia 22D;61-619;Poznań;wielkopolskie;Polska;1,2;NA
9859;M11966114103;09.02.2021;08.02.2022;360000;TAK;Iglasta 35/37;92-736;Łódź;łódzkie;Polska;1,2;NA
9860;M11966572704;18.12.2021;17.12.2022;545000;TAK;św. Czesława 8;61-575;Poznań;wielkopolskie;Polska;1,2;NA
9861;M11966646604;16.12.2021;15.12.2022;650000;TAK;Sadowa 15b;44-145;Pilchowice;śląskie;Polska;1,2;NA
9862;M1196666309;27.03.2021;26.03.2022;275000;TAK;Skrowaczewskiego 25;96-300;Żyrardów;mazowieckie;Polska;1,2;NA
9863;M1196720509;08.03.2021;07.03.2022;425000;TAK;Dedala 4/2;81-197;Gdynia;pomorskie;Polska;1,2;NA
9864;M11968190604;16.12.2021;15.12.2022;3,00E+05;TAK;Franciszka Hynka 14;80-465;Gdańsk;pomorskie;Polska;1,2;NA
9865;M1196908509;08.03.2021;07.03.2022;335000;TAK;Chorwacka 66;51-107;Wrocław;dolnośląskie;Polska;1,2;NA
9866;M11969162404;16.12.2021;15.12.2022;450000;TAK;Miejskie Nowiny 58;16-100;Miejskie Nowiny;podlaskie;Polska;1,2;NA
9867;M11969237103;06.01.2021;05.01.2022;680000;TAK;Spokojna 16;55-093;Brzezia Łąka;dolnośląskie;Polska;1,2;NA
9868;M11969237104;06.01.2022;05.01.2023;680000;TAK;Spokojna 16;55-093;Brzezia Łąka;dolnośląskie;Polska;1,2;NA
9869;M11969240504;18.12.2021;17.12.2022;140000;TAK;Ludwika Dziubińskiego 37;41-200;Sosnowiec;śląskie;Polska;1,2;NA
9870;M11969241104;16.12.2021;15.12.2022;150000;TAK;Józefa Pawlikowskiego 1;97-300;Piotrków Trybunalski;łódzkie;Polska;1,2;NA
9871;M11969241803;03.04.2021;02.04.2022;350000;TAK;Promyk 3d;62-070;Dopiewiec;wielkopolskie;Polska;1,2;NA
9872;M11969243704;18.12.2021;17.12.2022;140000;TAK;Brzozowa 25;49-120;Narok;opolskie;Polska;1,2;NA
9873;M11969258403;07.02.2021;06.02.2022;7,00E+05;TAK;Odrzańska 11;30-408;Kraków;małopolskie;Polska;1,2;NA
9874;M1196929509;01.04.2021;31.03.2022;310000;TAK;Krępa, Szkolna 6;66-001;Zielona Góra;lubuskie;Polska;1,2;NA
9875;M1196937209;23.02.2021;22.02.2022;520000;TAK;Współczesna 19;03-255;Warszawa;mazowieckie;Polska;1,2;NA
9876;M1196939909;31.03.2021;30.03.2022;380000;TAK;por. Halszki 9;30-611;Kraków;małopolskie;Polska;1,2;NA
9877;M1196946609;24.03.2021;23.03.2022;195000;TAK;Tańskiego 16;55-230;Jelcz-Laskowice;dolnośląskie;Polska;1,2;NA
9878;M1196953609;11.03.2021;10.03.2022;346500;TAK;Puławska 81;02-595;Warszawa;mazowieckie;Polska;1,2;NA
9879;M11969572103;23.07.2021;22.07.2022;3,00E+05;TAK;Upalna 2/1;15-668;Białystok;podlaskie;Polska;1,2;NA
9880;M11969578104;20.12.2021;19.12.2022;830000;TAK;Poziomkowa 18/20;62-081;Przeźmierowo;wielkopolskie;Polska;1,2;NA
9881;M11969592804;16.12.2021;15.12.2022;555000;TAK;Juliana Smulikowskiego 9;00-348;Warszawa;mazowieckie;Polska;1,2;NA
9882;M11969603803;01.02.2021;31.01.2022;505000;TAK;Gen. Władysława Sikorskiego 163;18-400;Łomża;podlaskie;Polska;1,2;NA
9883;M11969604404;20.12.2021;19.12.2022;5,00E+05;TAK;Simóna Bolívara 2;03-340;Warszawa;mazowieckie;Polska;1,2;NA
9884;M11969605204;20.12.2021;19.12.2022;2,00E+05;TAK;Nowe Wrońska 25;09-142;Nowe Wrońska;mazowieckie;Polska;1,2;NA
9885;M11969612903;15.01.2021;14.01.2022;365000;TAK;Jesiennych Liści 23;03-289;Warszawa;mazowieckie;Polska;1,2;NA
9886;M11969612904;15.01.2022;14.01.2023;365000;TAK;Jesiennych Liści 23;03-289;Warszawa;mazowieckie;Polska;1,2;NA
9887;M11969622804;16.12.2021;15.12.2022;230000;TAK;Ogrodowa 48;00-876;Warszawa;mazowieckie;Polska;1,2;NA
9888;M11969627304;21.12.2021;20.12.2022;330000;TAK;Kormorana 4;80-298;Czaple;pomorskie;Polska;1,2;NA
9889;M11969628603;01.11.2021;31.10.2022;460000;TAK;Jana Długosza 23;08-530;Dęblin;lubelskie;Polska;1,2;NA
9890;M11969629003;23.03.2021;22.03.2022;420000;TAK;Lazurowa 7;05-660;Warka;mazowieckie;Polska;1,2;NA
9891;M11969633703;15.01.2021;14.01.2022;270000;TAK;Wielka 24/25d;61-775;Poznań;wielkopolskie;Polska;1,2;NA
9892;M11969633704;15.01.2022;14.01.2023;270000;TAK;Wielka 24/25d;61-775;Poznań;wielkopolskie;Polska;1,2;NA
9893;M11969636204;20.12.2021;19.12.2022;310000;TAK;Słoneczna 13;42-350;Wojsławice;śląskie;Polska;1,2;NA
9894;M11969637903;02.02.2021;01.02.2022;411000;TAK;Mariana Wyrzykowskiego 3a;03-142;Warszawa;mazowieckie;Polska;1,2;NA
9895;M11969648303;10.01.2021;09.01.2022;125000;TAK;Warszawska 4;11-040;Dobre Miasto;warmińsko-mazurskie;Polska;1,2;NA
9896;M11969715703;09.02.2021;08.02.2022;220000;TAK;Mostowa 7;62-052;Szreniawa;wielkopolskie;Polska;1,2;NA
9897;M11969727504;25.12.2021;24.12.2022;160000;TAK;Konopnickiej 13;47-126;Kielcza;opolskie;Polska;1,2;NA
9898;M11969728604;16.12.2021;15.12.2022;260000;TAK;Tysiąclecia 8;62-010;Pobiedziska;wielkopolskie;Polska;1,2;NA
9899;M11969737503;01.02.2021;31.01.2022;5,00E+05;TAK;Długa 87;34-433;Dursztyn;małopolskie;Polska;1,2;NA
9900;M1196991309;16.03.2021;15.03.2022;380000;TAK;Krótka 3;62-090;Krzyszkowo;wielkopolskie;Polska;1,2;NA
9901;M1197007009;13.03.2021;12.03.2022;366000;TAK;Białobrzeska 21;02-364;Warszawa;mazowieckie;Polska;1,2;NA
9902;M1197023709;29.03.2021;28.03.2022;250000;TAK;Solvaya Ernesta 4;30-427;Kraków;małopolskie;Polska;1,2;NA
9903;M1197041009;01.03.2021;28.02.2022;540000;TAK;Jeleniogórska 5;45-318;Opole;opolskie;Polska;1,2;NA
9904;M1197050309;15.03.2021;14.03.2022;3,00E+05;TAK;Sporyska 20;34-300;Żywiec;śląskie;Polska;1,2;NA
9905;M1197050809;12.03.2021;11.03.2022;185000;TAK;Fredry 37;82-300;Elbląg;warmińsko-mazurskie;Polska;1,2;NA
9906;M1197091209;22.02.2021;21.02.2022;560000;TAK;Słoneczna 37;05-540;Zalesie Górne;mazowieckie;Polska;1,2;NA
9907;M11971140304;20.12.2021;19.12.2022;430000;TAK;Tęczowa 4;71-823;Szczecin;zachodniopomorskie;Polska;1,2;NA
9908;M11971283903;09.01.2021;08.01.2022;250000;TAK;Mokra 16/18;95-200;Pabianice;łódzkie;Polska;1,2;NA
9909;M11971283904;09.01.2022;08.01.2023;280000;TAK;Mokra 16/18;95-200;Pabianice;łódzkie;Polska;1,2;NA
9910;M11971285603;09.01.2021;08.01.2022;570000;TAK;Raniuszka 13;05-500;Zgorzała;mazowieckie;Polska;1,2;NA
9911;M1197220409;01.03.2021;28.02.2022;120000;TAK;Rynek 27;55-110;Prusice;dolnośląskie;Polska;1,2;NA
9912;M11972214804;31.12.2021;30.12.2022;323000;TAK;Powstańców 45;05-091;Ząbki;mazowieckie;Polska;1,2;NA
9913;M1197228109;31.03.2021;30.03.2022;2,00E+05;TAK;Turystyczna 42;41-407;Imielin;śląskie;Polska;1,2;NA
9914;M1197262409;01.03.2021;28.02.2022;481000;TAK;Krokusowa 7;05-240;Jarzębia Łąka;mazowieckie;Polska;1,2;NA
9915;M1197263109;11.03.2021;10.03.2022;310000;TAK;Wiśniowa 60;62-065;Grodzisk Wielkopolski;wielkopolskie;Polska;1,2;NA
9916;M1197268809;16.03.2021;15.03.2022;89000;TAK;Hermana 4;09-400;Płock;mazowieckie;Polska;1,2;NA
9917;M1197276209;19.03.2021;18.03.2022;120000;TAK;Rembowskiego 62/66;95-100;Zgierz;łódzkie;Polska;1,2;NA
9918;M1197277809;15.04.2021;14.04.2022;540000;TAK;Bolesława Prusa 30;62-060;Stęszew;wielkopolskie;Polska;1,2;NA
9919;M1197277909;15.04.2021;14.04.2022;420000;TAK;Poznańska 44;62-060;Stęszew;wielkopolskie;Polska;1,2;NA
9920;M11973020804;16.12.2021;15.12.2022;120000;TAK;Lotników 7;88-190;Barcin;kujawsko-pomorskie;Polska;1,2;NA
9921;M1197311709;24.03.2021;23.03.2022;101000;TAK;Spadzista 6;58-303;Wałbrzych;dolnośląskie;Polska;1,2;NA
